word_id,entries_idx,examples_idx,text,translation
1,0,0,"Nowadays, people are too obsessed with the fabulous lifestyles of, celebrities.",
2,0,0,"For networking purposes, it’s important to pay attention to the job titles of the people you meet at a professional conference.",
3,0,0,The films of Luca Guadino evoke the ‘Golden Age’ of classical cinema.,
4,0,0,Parents should always try to set aside the time to read and play with their young children.,
5,0,0,The union launched the strike because it was not willing to make steep concessions regarding overtime pay.,
5,1,0,University students receive a concession of 50% on admission to sporting events.,
6,0,0,The orientation session covering employee health insurance will be replaced bt a welcome speech from the CEO.,
7,0,0,New laws ought to be made to protect residents and the environment from the dangers of natural gas extraction.,
8,0,0,The local wildlife authority will also answer queries about seasonal hunting and fishing limits.,
9,0,0,The ruins of several Roman forts can still be seen throughout tge English countryside.,
10,0,0,Many advertising experts agree that releasing several short commercials instead of a single long one is a clever marketing scheme.,
11,0,0,Providing a healthy breakfast to primary school students will have an immediate effect on their academic performance.,
12,0,0,Critics did not fully appreciate Van Gogh’s talent or artistic vision until long after his passing.,
12,1,0,"When walking through the slums of Kolkata, you immediately appreciate the depth of poverty faced by local residents.",
13,0,0,We will have to divide the group into parties of eight for everyone’s convenience on the tour,
14,0,0,Any queries regarding room and trip reservations can be answered by the hotel’s front desk attendant.,
15,0,0,"Tourist exploring the island can harm the natural environment, often without even realizing it",
15,1,0,Lad procedures must be followed in order to prevent personal harm.,
16,0,0,The study’s primary objective is to find out why the coral reefs are dying,
16,1,0,Some art critics believe the value of art is determined by objective methods of evaluation rather than individuals’ reactions.,
17,0,0,"Cetaceans are marine mammals comprising whales, dolphins and porpoises.","고래목에 속한 동물들은 고래와 돌고래, 그리고 작은 돌고래를 포함하는 해양 포유동물이다."
18,0,0,Tablet devices are critical to increasing the efficiency of out serving staff.,태블릿 기기는 우리 서빙 담당 직원들의 업무 효율성을 높이는 데 있어 대단히 중요하다.
19,0,0,The new recycling scheme is designed to save precious and limited natural resources in an easier way.,그 새로운 재활용 사업은 귀하고 제한적인 천연 자원을 좀 더 쉬운 방법으로 보존할 수 있도록 고안되었다.
20,0,0,Poor economic conditions are a massive obstacle to technological development.,어려운 경제 상황이 기술 발전에 엄청난 장애물이 되고 있다.
21,0,0,The international Test Commissions overseas the proper administration and application of educational tests.,국제 시험 관리 위원회는 교육적인 시험의 적절한 시행과 집행을 총괄한다.
21,1,0,Employees at Kanver Furniture were displeased when management replaced commissions with an hourly pay increase.,
21,2,0,"The famous portrait, which is now on display in the National Museum, was commissioned by a member of the royal family and painted in 1665",
22,0,0,There is no shame in seeking the advice of others when tackling a complex problem.,
23,0,0,The painter's amateur brushwork was concealed by the surprising mix of colours.,
24,0,0,"Every winter, the charity gathers donations in order to restock its food bank.",
25,0,0,The CEO's announcement about the huge investment in R&D led to conflict between the major shareholders,
26,0,0,"Certain breeds of dogs, such as the Border Collie, excel at herding and protecting livestock.",
27,0,0,Applicants for the software developer position should have advanced understanding of several different programming language.,
28,0,0,Local authorities were keen to promote the opening of the new hospital as a part of the efforts to boost the local economy,
29,0,0,The derelict building is scheduled for demolition in the spring,
30,0,0,He averted financial disaster by selling his pharmaceutical stocks before they crashed.,
31,0,0,,
32,0,0,,
32,1,0,,
33,0,0,,
34,0,0,,
34,1,0,,
35,0,0,,
35,1,0,,
36,0,0,,
37,0,0,,
38,0,0,,
39,0,0,,
40,0,0,,
41,0,0,,
42,0,0,,
43,0,0,,
44,0,0,,
45,0,0,,
46,0,0,,
47,0,0,,
48,0,0,,
49,0,0,,
49,1,0,,
50,0,0,,
51,0,0,,
52,0,0,,
53,0,0,,
53,1,0,,
54,0,0,,
55,0,0,,
56,0,0,,
57,0,0,,
58,0,0,,
58,1,0,,
59,0,0,,
59,1,0,,
60,0,0,,
61,0,0,,
62,0,0,,
63,0,0,,
64,0,0,,
65,0,0,,
66,0,0,,
67,0,0,,
68,0,0,,
69,0,0,,
70,0,0,,
71,0,0,,
72,0,0,,
73,0,0,,
74,0,0,,
75,0,0,,
76,0,0,,
76,1,0,,
76,2,0,,
78,0,0,,
78,1,0,,
79,0,0,,
80,0,0,,
81,0,0,,
82,0,0,,
82,1,0,,
83,0,0,,
84,0,0,,
85,0,0,,
86,0,0,,
87,0,0,,
88,0,0,,
89,0,0,,
90,0,0,,
90,1,0,,
91,0,0,,
92,0,0,,
93,0,0,,
94,0,0,,
95,0,0,,
96,0,0,,
96,1,0,,
97,0,0,,
98,0,0,,
98,1,0,,
99,0,0,,
100,0,0,,
101,0,0,,
102,0,0,,
103,0,0,,
103,1,0,,
104,0,0,,
105,0,0,,
106,0,0,,
107,0,0,,
108,0,0,,
108,1,0,,
109,0,0,,
110,0,0,,
110,1,0,,
111,0,0,,
112,0,0,,
113,0,0,,
114,0,0,,
114,1,0,,
115,0,0,,
116,0,0,,
117,0,0,,
118,0,0,,
119,0,0,,
120,0,0,,
120,1,0,,
120,2,0,,
151,0,0,The tourists watched from the ship as a pod of humpback whales emerged from the ocean depths,
152,0,0,The discovery of penicillin in 1928 brought about numerous health benefits for people suffering from bacterial diseases and infections,
152,1,0,Experimenting with different musical genres rather than sticking to just one can benefit the creative process of aspiring musicians,
153,0,0,Since the themes contained in modern art can be perplexing and obscure,
154,0,0,"Using GPS and satellite imagery, scientists were able to track the herd of reindeer across northern Canada",
155,0,0,Political philosophers in the 17th century offered contrasting views on the conditions that led to civil society,
156,0,0,The product development team was ready to halt the project if the market survey’s result was negative about the new flavours.,
156,1,0,Hiding financial debt from a business partner can bring even the most promising relationships to a halt,
157,0,0,It was necessary to obtain more samples from the glacial ice for further study,
158,0,0,"The remaining male rhinos were put into a specialized breeding program that would, biologists hoped, save the species",
159,0,0,The building was undamaged apart from a few shattered windows,
160,0,0,The director was able to secure funding to keep the homeless shelter open this winter,
160,1,0,"During training, flight attendants learn how to make passengers feel safe and secure on board",
161,0,0,"By laws, all cinemas, sports stadium and concert hall are required to have special seating areas for the disabled",
162,0,0,A recent report claims that the social pressure to dress fashionably marginalize children from low-income families.,
163,0,0,Introducing the Asian carp to American waterways affected the ecosystems of several lakes and rivers,
164,0,0,International trade agreements involve compromises from all participating nations,
164,1,0,Youths who are involved with community programmes develop a sense of their strengths and weaknesses,
164,2,0,Dog show competitors are so involved in the sport that they may even spend their total income on their dog.,
165,0,0,Draining the lake would provide water for residents in the drought-affected region,
165,1,0,Marathon runners are drained of energy during the race and should have nutritious food in orders to recover,
166,0,0,The civil war had a profound effect on the economies of the neighboring countries,
167,0,0,One of the obvious benefits of a plant-based diet is a reduction in body fat,
168,0,0,Several engineers volunteered to travel to the developing country to help improve the irrigation systems of its farmlands,
169,0,0,"To this day, many people argue that concerns about climate change are exaggerated by certain media sources and political parties",
170,0,0,Interest in home gardening has been increasing steadily over the past decade,
171,0,0,"By draining the wetland, land available for cultivation in the region increased by 25%",
172,0,0,"During an eruption, solid rock melts into liquid magma and flows outward from the volcano",
173,0,0,The research team’s next goal is to create an artificial intelligence that can mimic human emotions,
174,0,0,"Take care when picking mushrooms in the forest, as only a few varieties are edible",
175,0,0,Speakers are installed in all hotel rooms to alert guests in case of an emergency such as a fire,
175,1,0,Speakers are installed in all hotel rooms to alert guests in case of an emergency such as a fire,
176,0,0,The current food production level will not be enough to feed Earth’s expected future population size,
177,0,0,"For developing countries, participating in the Olympic Games became a means of earning recognition on the international stage",
178,0,0,The social media site has faced harsh criticism for intrusions into its users’ privacy,
179,0,0,Early civilizations used hollow coconut shells as a means of serving and storing food,
180,0,0,The Accounting Department manages the distribution of pay to out freelance writers,
181,0,0,"Only rarely is an exotic pet allowed in an airplane cabin, even if it is designated as a support animal",
182,0,0,Charts and graphs will aid audience understanding by visualizing your data,
182,1,0,Tablet computers have become an invaluable study aid for all ages of students,
183,0,0,It's rare to sustain a friendship from primary school through to adulthood,
184,0,0,The initial step in establishing a personal relationship is to have communication,
185,0,0,"In order to keep tracking the location of the endangered animals, precise GPS data provided from satellites is necessary",
186,0,0,A sharp spade was required to penetrate the tough topsoil,
186,1,0,Only advanced readers will be able to penetrate the author’s dense writing style,
187,0,0,Flexible working hours draw much interest from individuals seeking work-life balance,
188,0,0,Entire itineraries should be reviewed before confirming travel arrangements,
189,0,0,The theory process that the human brain inherently has the tools for learning a language,
190,0,0,The brothers’ conflict over the money caused a long period of estrangement between them,
191,0,0,The algae growing on the lke’s surface could seriously affect the mount of oxygen in the water,
192,0,0,English is on of Singapore’s four official languages,
192,1,0,Government officials arrived at the site of the earthquake to begin assessing the damage,
193,0,0,An airdrop system was designed to deliver supplies to isolated regions,
194,0,0,Not every major government accepts that global warming is caused by human actions,
195,0,0,"The functional and innovative design of the building was widely acclaimed, making it the city’s most distinctive landmark",
195,1,0,"Although the song was unpopular with critics upon its initial release, Queen’s ‘Bohemian Rhapsody’ eventually received worldwide acclaim",
196,0,0,Workaholics should not underestimate the value of including leisure time in their bush schedules,
197,0,0,Housing prices rose steeply in the heavily populated neighborhoods of London,
198,0,0,The success of the new mobile device is heavily dependent on how efficient its batteries are in actual use,
199,0,0,The ancient Roman city of Pompeii was destroyed by the violent eruption of Mt. Vesuvius in 79 A.D.,
200,0,0,Some major telecommunications companies are hoping to make WiFi internet available virtually anywhere throughout the entire United States,
201,0,0,"Due to the ongoing drought, the government imposed severe limits on water usage for lawn maintenance",
202,0,0,"With the steady growth in global population, scientists worry that we’ll soon reach the Earth’s full capacity for sustaining human life",
203,0,0,The team built horizontal and vertical tunnels to excavate buried pottery and weapons,
204,0,0,"Erosion by wind, rain and the Colorado River shaped the Grand Canyon",
205,0,0,The government’s serious finance deficit was a result of excessive reliance on the US dollars,
206,0,0,The fossilized remains reveal the shape of prehistoric turtles,
207,0,0,Attendees at the tech expo were eager to try the latest video game consoles,
208,0,0,The volcano’s eruption spread smoke and ash throughout the entire region,
209,0,0,Many telecommunications companies charge their customers for hidden services,
209,1,0,The charge for a week-long tourist transit pass is $35,
210,0,0,"Even if the amount is really small, artificial ingredients in laundry detergent could cause skin irritation",
241,0,0,The periodicals in the library’s archives date back to the late 19th century.,
242,0,0,A balanced and healthy ecosystem largely depends on the intricate relationship between plants and insects.,
243,0,0,Hamsters can flatten their bodies ro pass through a tiny hole.,
244,0,0,Many diet plans are dropped altogether when individuals do not see immediate results.,
245,0,0,The boys who were trapped inside the tunnel were finally freed after a 15-hour rescue operation.,
245,1,0,Some species of spider are able to construct intricate traps in order to make their prey immobile,
246,0,0,Falling from great heights is an occupational hazard that many construction workers face on a daily basis.,
247,0,0,Social media users coined hundreds of new words last year.,
248,0,0,"Social work is a mentally and emotionally demanding field, but it is highly rewarding.",
249,0,0,The canal’s construction may have been abandoned if the engineers had not come up with the remarkable solution.,
250,0,0,"In 1936, Francisco Franco began the civil war in an effort to seize control of the Spanish government.",
251,0,0,The new waste disposal regulations are first part of the city’s environment initiative.,
252,0,0,It is beneficial to both a company and its staff that performance appraisals are routinely carried out.,
253,0,0,Areas rich in coal and other natural resources used to be exploited by powerful corporations.,
254,0,0,"To protect the marine environment, safer methods of extracting oil from the ocean floor will need to be developed.",
255,0,0,Migraines are a chronic illness that afflict approximately one in eight people in U.S.,
256,0,0,"Wasabia japonica, or Japanese horseradish, grows best in damp soil protected by shade.",
257,0,0,TempExample_25700,
257,1,0,Government officials figured that the recession would come to an end within the next six months.,
258,0,0,The level of special education provision is increasing as national initiatives have been aggressively undertaken.,
259,0,0,The British Empire colonized approximately a quarter of the territories in the world.,
260,0,0,"Most people opt for safe, low-earning investment plans to avoid the financial hazards of more rewarding ones.",
261,0,0,Wireless technologies allow us to transmit images and documents to each other no matter where we are.,
262,0,0,"In today’s complex and global market, consumers are generally unaware that their purchases entail ethical dilemmas such as labour exploitation.",
263,0,0,TempExample_26300,
263,1,0,The divers failed to locate the crashed airplane’s data recording device.,
264,0,0,Agriculture in the pase was completely reliant on water.,
265,0,0,The president’s plan to fully convert the country to clean energy was endorsed by the ten largest corporations in the nation.,
266,0,0,The prosecutor could not provide the court with solid evidence of arson.,
267,0,0,The format for a CV and a cover letter should be appropriate for each job position.,
268,0,0,All medical records are required to be kept as confidential information.,
269,0,0,The specimen was sent to the National Science Centre after the local research group was unable to conclusively identify the strange fish.,
270,0,0,Travelers affected by the flight cancellation may choose to stay in a hotel near the airport rather than return.,
270,1,0,It is believed that meat from a stressed animal can be rather tough when cooked.,
271,0,0,It has become crucial to reconcile one’s work life with one’s family life.,
272,0,0,The recreational vehicles that belong to the resort are available only to VIP guests.,
273,0,0,"If you live in a rural, wooded area, frequently check your outdoor pets for parasites",
274,0,0,The fungal parasite is to blame for the destruction of last season’s crops.,
275,0,0,"The migration of our ancestors across the Bering Strait brought the first humans to North America over 20,000 years ago.",
276,0,0,Anne Frank’s father’s attempts to run away from Germany were thwarted by strict US immigration polices.,
277,0,0,The tsunami that hit the coastal region coincided with a volcanic eruption that took place 23 kilometers from shore.,
278,0,0,"The teenagers who grew up in the remote village had no exposure to pop music, social media or reality television.",
279,0,0,"The British and Prussians defeated Napoleon at Waterloo, thereby ending the Napoleonic Wars.",
280,0,0,The amount of plastics found in the stomachs of large marine creatures was shocking.,
281,0,0,The human race has greatly affected the Earth’s climate and atmosphere.,
281,1,0,The top horses arrived at the track for the international horse race.,
282,0,0,The company’s bankruptcy was inevitable after the huge failure of its latest product.,
283,0,0,The device is designed for individuals who only have partial use of their hands.,
284,0,0,Most cases of addiction to painkillers start with a legitimate prescription from a doctor.,
285,0,0,"Universal Studios, a huge amusement park, has been a reliable source of income for residents in the county.",
286,0,0,The lawyer needed to prove that the defendant did not make a conscious decision to commit the crime.,
287,0,0,Parents were concerned about the difficult themes the children’s programme explored.,
287,1,0,The mayor plans to hold a town forum to outline the agricultural proposal as it concerns the entire community.,
287,2,0,"When preparing for a job interview, concern yourself with your appearance as well.",
288,0,0,The changes made to the dress were irreversible.,
289,0,0,Many of the artefacts recovered from the pharaoh’s tomb were thought to be priceless.,
290,0,0,People in northern regions have different ways of dealing with the feeling of isolation and confinement that accompany the long winters.,
291,0,0,Employees attend the lectures but make no attempt to apply what they’ve learnt to their daily tasks.,
291,1,0,Some people in the Middle Ages attempted to change different materials into gold.,
292,0,0,Reduced nus fares on the weekends should encourage more people to use public transport in the city.,
293,0,0,The human body is made up of more than 10 trillion cells.,
294,0,0,"When sleeping, blood pressure is lowered and body temperature is dropped slightly.",
294,1,0,Every candidate running for electron pledges lower taxes.,
295,0,0,A triathlon is one of the most challenging competitions an athlete can enter.,
296,0,0,Martin Luther King Jr.spoke with utter conviction of the troubles facing African Americans.,
297,0,0,"He was especially successful in winning the votes of low-income, poorly educated citizens.",
298,0,0,Eating or drinking before a medical check-up may prevent the tested from obtaining accurate results.,
299,0,0,The best room with a stunning ocean view is the one ate the end of the corridor.,
300,0,0,The gravitational force of an object is directly related to its mass.,
300,1,0,"Some engineers imagine a future where free, clean energy is available to the masses.",
301,0,0,The inaccurate schedule of the mass transit system is the most frequent complaint from city residents.,
301,1,0,"With the water temperatures rising, many species of coral are going extinct at alarming rates.",
302,0,0,The swimmer followed a particular diet in order to have enough energy to train for eight hours a day.,
302,1,0,"Before out tour starts, I would like to go over some of the particulars with all of you.",
303,0,0,The flooding of the Nile occurs every year between June and September because of melting snow in the Ethiopian Highlands.,
304,0,0,"The plant’s leaves, when boiled, had an effect similar to that of a painkiller, but only to a limited extent.",
305,0,0,The amount of traffic in the downtown area is governed to a large extent by whether ot not a game is being held at Oliver Stadium.,
306,0,0,The workforce demanded to know the CEO’s reasoning for increasing his own salary while cutting employees’.,
307,0,0,The conditions for the experiment closely resembled those of the natural environment.,
308,0,0,"At the awards ceremony, the director received recognition for her outstanding contributions to cinema.",
308,1,0,"By cleaning forests, draining lakes and removing mountaintops, the mining operation had changed the landscape beyond any recognition.",
309,0,0,Adding fresh basil will enhance the flavour of your sauce.,
310,0,0,"Conditions in the bankrupt nation were worsened by the famine, which resulted from the poor crop harvest.",
311,0,0,The Burj Khalifa in Dubai has more than 160 storeys and is almost 830 metres tall.,
312,0,0,"While the original aim was to renovate the old theatre, the owners later decided to demolish it.",
312,1,0,The majority of sportswear advertisements are aimed at men and women between the ages of 18 to 35.,
313,0,0,Tourists in New Orleans frequently visit the bar because it is one of the best venues for live jazz music in the world.,
314,0,0,"Whenever supply of oil begins to exceed global demand, oil prices tend to fluctuate widely.",
315,0,0,The band was relatively unknown until they released their rock and roll breakthrough that would define their career.,
316,0,0,"The job market for recent law graduates has become increasingly competitive, and law firms are offering fewer and fewer jobs.",
316,1,0,"To keep the new laptop’s pricing competitive, some compromises had to be made to its processing power.",
317,0,0,It is illegal for drivers to text of use their mobile phones whilst driving.,
318,0,0,Captain Robert Falcon Scott embarked on a dangerous expedition to the Antarctic Plateau.,
319,0,0,"Due to the widespread use of social media, it is easier than ever for individuals to archieve instant fame.",
320,0,0,Geographical landmarks were used to plot the dimensions of the new road.,
320,1,0,It took the author more than ten years to plot and then write the final two novels in his fantasy saga.,
320,2,0,"Every summer, my grandmother would plant a plot of green beans in her backyard.",
321,0,0,"Within cities, traffic-related issues are the core of most complaints.",
322,0,0,"With the cost of the construction project increasing rapidly, the project manager accepted the need for retrenchment.",
323,0,0,Our company achieved a dominant position in the market by being the first to focus on online sales.,
324,0,0,The international community has a moral obligation to provide assistance to countries affected by natural disasters.,
325,0,0,Travelers seeking the ideal conditions for a relaxing day at the beach should book their flights for December or January.,
326,0,0,Voters are largely oblivious to how their government actually works.,
327,0,0,"Although it is not shocking by today’s standards, the novel was extremely controversial within the cultural context of its time.",
328,0,0,"In some job fields, the academic qualifications of an employee do not matter.",
329,0,0,A committee was set up to deal with any financial matters related to the construction project.,
329,1,0,The end of the First World War is inextricably linked with the start of the second.,
330,0,0,"Recreational fishermen use advanced fishing reels to catch salmon, tuna and other large fish.",
331,0,0,"Backpackers frequently express envy towards the apparent simplicity of the locals’ lives, but this sentiment neglects the daily difficulties these men and women face.",
332,0,0,"Since reptiles are cold-blooded, you can often find them in the wild sunning themselves on a rock.",
333,0,0,"If you don’t use a special wide-angle lens, photographs taken underwater will appear distorted.",
334,0,0,The unexpected change in the hurricane’s direction led to widespread panic along the coast.,
335,0,0,The new attendance policy succeeded in reducing lateness and overuse of personal leave.,
335,1,0,Mr Taylor succeeded his father as CEO of Eastland Industries.,
336,0,0,The harsh and horrible sound effects in the scene seemed to frighten even adults.,
337,0,0,"There are marked differences in slope difficulties, clearly indicated by different colors and shapes at the ski resort.",
338,0,0,A professional handyman was hired to ensure that the new water purification system would be properly installed and maintained.,
339,0,0,The revelation that the Earth orbits the sun was disputed by many scholars and religious leaders of the time.,
340,0,0,"After the announcement that the company would be down sizing, there was a sense of anxiety prevailing across all offices.",
341,0,0,The central feature of the architect’s most famous house was the peaceful waterfall that ran underneath it.,
341,1,0,The film featured a wide cast of unique characters who all contributed to the exciting plot.,
342,0,0,The Stevensons took out a large loan from the bank in order to start their bakery.,
343,0,0,Many university students take advantage of free Wi-Fi services at cafes and libraries to avoid the high monthly fees of home internet services.,
344,0,0,The idea for the poem originated from the author's experiences during World War I.,
345,0,0,The team commanded a lead as it entered the final stage of the race.,
346,0,0,The new fibre is extremely flexible and could have multiple uses in construction.,
347,0,0,Qualified accountant will be assigned to your business to review any possible miscalculations in your taxes.,
348,0,0,The bank statements provided concrete evidence that Mr Turner had accepted bribes while he was president of the football league.,
348,1,0,First massive concrete columns were built across the river to provide support for the bridge.,
349,0,0,A key trait of a capable negotiator is his or her willingness to compromise.,
349,1,0,The students’ poor behavior at the seminar compromised the good reputation of the university.,
350,0,0,A lack of fiber in one’s diet can lead to serious digestive issues.,
350,1,0,The education reform did not pass because it lacked support from conservative voters.,
351,0,0,Astoni Guadi’s love of nature had a considerable influence on his architecture.,
352,0,0,Nuclear weapons are referred to as a threat to the entire human race.,
353,0,0,Sea captains need to obey international regulations during navigation.,
354,0,0,"Within a few years, robots will possess lifelike human characteristics and be employed in several hospitality industries.",
355,0,0,The amazing rescue at Dunkirk was done by ordinary people acting  bravely in extraordinary times.,
356,0,0,Customers are offered incentives to encourage prompt payment of monthly utility bills.,
356,1,0,The rising number of road accidents prompted the government to reduce the speed limit on highways.,
356,2,0,Some stage actors require a prompt from the director when they forget their lines.,
357,0,0,The electronics company was accused of exploiting its factory workers.,
358,0,0,The economic crash resulted in an invasion of young adults into the army.,
359,0,0,"With some exceptions, people have the right to refuse medical treatment.",
360,0,0,Activities will not commence until after lunch so that guests have time to get settled into their rooms.,
361,0,0,,
362,0,0,,
363,0,0,,
364,0,0,,
365,0,0,,
366,0,0,,
366,1,0,,
367,0,0,,
368,0,0,,
369,0,0,,
369,1,0,,
370,0,0,,
371,0,0,,
372,0,0,,
373,0,0,,
374,0,0,,
374,1,0,,
374,2,0,,
375,0,0,,
376,0,0,,
376,1,0,,
377,0,0,,
378,0,0,,
379,0,0,,
380,0,0,,
381,0,0,,
382,0,0,,
382,1,0,,
383,0,0,,
384,0,0,,
385,0,0,,
385,1,0,,
386,0,0,,
387,0,0,,
388,0,0,,
389,0,0,,
389,1,0,,
390,0,0,,
